	Completeness	Name	Class	Definition
M00364	0.3333333333333333	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01823 (K00795,K13789,K13787) K00795 DMPP -> GPP -> FPP
M00346	0.3333333333333333	Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism	K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691
M00844	0.3333333333333333	Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00611 K01940 (K01755,K14681)
M00627	0.3333333333333333	beta-Lactam resistance, Bla system	Signature modules; Gene set; Drug resistance	K02172 K02171 (K18766,K17836)
M00609	0.3333333333333333	Cysteine biosynthesis, methionine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789 K17462 K01243 K07173 K17216 K17217
M00895	0.3333333333333333	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946
M00053	0.3333333333333333	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules; Nucleotide metabolism; Purine metabolism	(K00525+K00526,K10807+K10808) (K00940,K18533) K00940,
M00123	0.3333333333333333	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00652 ((K00833,K19563) K01935,K19562) K01012
M00022	0.2857142857142857	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736 K01735,K13830,K13829 3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083] K03785,K03786,K13832,K13830 3-dehydroquinate dehydratase [EC:4.2.1.10] [RN:R03084] K00014,K13832,
M00978	0.2857142857142857	Ornithine-ammonia cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545) K01955,
M00004	0.2857142857142857	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810) K00036,
M00095	0.2857142857142857	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823
M00549	0.25	UDP-Glc biosynthesis, Glc => UDP-Glc	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447) K00845,K25026,
M00950	0.25	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00652 K25570 K01935 K01012
M00975	0.25	Betaine degradation, bacteria, betaine => pyruvate	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00479+K21832 (((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961) K00600 (K01752,K01754)
M00368	0.25	Ethylene biosynthesis, methionine => ethylene	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789 (K01762,K20772) K05933 K20772,K01762 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14] [RN:R00179]
